Reporting Account Short Number,Reporting Account Name,Reporting Account Indicator,Source Account Short Number,Source Account Name,As of Date,Security Number,Country of Risk Exposure Code,Country of Risk Exposure Name,Segment Description,Category Description,Sector Description,Industry Description,Security Description 1,Security Description 2,Custom,Account Base Currency,Exch Rate,Issue Currency,Traded Shares/Par,Amort Cost Base,Amort Cost Local,Price Base,Price Local,Market Value Base,Market Value Local,Net Income Receivable Base,Net Income Receivable Local,Market Value with Accrual Base,Coupon Rate,Maturity Date,Unrealized Market Gain/Loss Base,Unrealized Market Gain/Loss Local,Unrealized Currency Gain/Loss,Total Unrealized Gain/Loss,% of Market Value,ISIN,Sedol,Cusip,Ticker,Custody Account Number,Income Currency,Security Identifier,Underlying Security ID,FAS 157 Level,Capital Shares Receivable,Capital Shares Payable,Total Market Value w/ Cap Shares Rec/Pay
975660017,VERTEX VALUE FD,M,975560017,VERTEX VALUE FD- VER,10/28/2019,NCBRJ3KH3,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - CONSUMER SERVICES,EQUITIES - CANADA - CONSUMER SERVICES - CONSUMER DURABLES & APPAREL,DIVERSIFIED ROYALTY CORP,.,EQUITIES,CAD,1,CAD,459472,1378254.09,1378254.09,2.82,2.82,1295711.04,1295711.04,8518.61,8518.61,1304229.65,0,,-82543.05,-82543.05,0,-82543.05,,CA2553311002,BRJ3KH5,255331100,,YVRF6001002,CAD,,,1,,,0
975660017,VERTEX VALUE FD,M,975560017,VERTEX VALUE FD- VER,10/28/2019,NCBYNC9T0,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - ENERGY,EQUITIES - CANADA - ENERGY - ENERGY,RETURN ENERGY INC,.,EQUITIES,CAD,1,CAD,8333400,1000008,1000008,0.01,0.01,83334,83334,0,0,83334,0,,-916674,-916674,0,-916674,,CA76133H1029,BYNC9T2,76133H102,,YVRF6001002,CAD,,,1,,,0
975660017,VERTEX VALUE FD,M,975560017,VERTEX VALUE FD- VER,10/28/2019,NCBYYHF11,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - ENERGY,EQUITIES - CANADA - ENERGY - ENERGY,SOURCE ENERGY SERVICES LTD,.,EQUITIES,CAD,1,CAD,892600,2410853.44,2410853.44,0.315,0.315,281169,281169,0,0,281169,0,,-2129684.44,-2129684.44,0,-2129684.44,,CA83615X1006,BYYHF10,83615X100,,YVRF6001002,CAD,,,1,,,0
975660017,VERTEX VALUE FD,M,975560017,VERTEX VALUE FD- VER,10/28/2019,NCBZ4DQN0,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - MATERIALS,EQUITIES - CANADA - MATERIALS - MATERIALS,RED EAGLE MINING CORP,WT 07-AUG-2022,EQUITIES,CAD,1,CAD,8079644,0,0,0.000001,0.000001,8.08,8.08,0,0,8.08,0,,8.08,8.08,0,8.08,,CA7565661393,BZ4DQN4,756566139,,YVRF6001002,CAD,,,1,,,0
975660017,VERTEX VALUE FD,M,975560017,VERTEX VALUE FD- VER,10/28/2019,USD,US,UNITED STATES,CASH & TEMPORARY,CASH & TEMPORARY - U.S. CASH,CASH & TEMPORARY - U.S. CASH,CASH & TEMPORARY - U.S. CASH,US DOLLAR,,CASH & TEMPORARY,CAD,0.765902,USD,1180282.93,1558475.74,1180282.93,0.765902,1,1541036.41,1180282.93,0,0,1541036.41,0,,0,0,-17439.33,-17439.33,,,,,,YVRF6001002,USD,,,1,,,0
975660017,VERTEX VALUE FD,M,975660017,VERTEX VALUE FD,10/28/2019,EXPENSE              00102,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,MANAGEMENT EXPENSE CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,MGMT,,,36174.6,-772724.44,0
975660017,VERTEX VALUE FD,M,975660017,VERTEX VALUE FD,10/28/2019,EXPENSE              00102,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,MANAGEMENT EXPENSE CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-27535.69,-27535.69,0,,-27535.69,-27535.69,0,0,-27535.69,0,,0,0,0,0,,,,,,,CAD,,,,36174.6,-772724.44,0
975660017,VERTEX VALUE FD,M,975660017,VERTEX VALUE FD,10/28/2019,EXPENSE              00106,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,MANAGEMENT EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,MGMT,,,36174.6,-772724.44,0
975660017,VERTEX VALUE FD,M,975660017,VERTEX VALUE FD,10/28/2019,EXPENSE              00106,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,MANAGEMENT EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-9651.38,-9651.38,0,,-9651.38,-9651.38,0,0,-9651.38,0,,0,0,0,0,,,,,,,CAD,,,,36174.6,-772724.44,0
975660017,VERTEX VALUE FD,M,975660017,VERTEX VALUE FD,10/28/2019,EXPENSE              05200,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST Receivable,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,,,,36174.6,-772724.44,0
975660017,VERTEX VALUE FD,M,975660017,VERTEX VALUE FD,10/28/2019,EXPENSE              05200,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST Receivable,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,299224.71,299224.71,0,,299224.71,299224.71,0,0,299224.71,0,,0,0,0,0,,,,,,,CAD,,,,36174.6,-772724.44,0
975660017,VERTEX VALUE FD,M,975660017,VERTEX VALUE FD,10/28/2019,EXPENSE              09002,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST EXPENSE CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,TAX,,,36174.6,-772724.44,0
975660017,VERTEX VALUE FD,M,975660017,VERTEX VALUE FD,10/28/2019,EXPENSE              09002,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST EXPENSE CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-1368.54,-1368.54,0,,-1368.54,-1368.54,0,0,-1368.54,0,,0,0,0,0,,,,,,,CAD,,,,36174.6,-772724.44,0
975660017,VERTEX VALUE FD,M,975660017,VERTEX VALUE FD,10/28/2019,EXPENSE              09006,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,TAX,,,36174.6,-772724.44,0
975660017,VERTEX VALUE FD,M,975660017,VERTEX VALUE FD,10/28/2019,EXPENSE              09006,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-473.91,-473.91,0,,-473.91,-473.91,0,0,-473.91,0,,0,0,0,0,,,,,,,CAD,,,,36174.6,-772724.44,0
975660017,VERTEX VALUE FD,M,975660017,VERTEX VALUE FD,10/28/2019,EXPENSE              09202,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST REC/PAY CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,TAXREB,,,36174.6,-772724.44,0
975660017,VERTEX VALUE FD,M,975660017,VERTEX VALUE FD,10/28/2019,EXPENSE              09202,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST REC/PAY CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-186650.8,-186650.8,0,,-186650.8,-186650.8,0,0,-186650.8,0,,0,0,0,0,,,,,,,CAD,,,,36174.6,-772724.44,0
975660017,VERTEX VALUE FD,M,975660017,VERTEX VALUE FD,10/28/2019,EXPENSE              09206,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST REC/PAY CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,TAXREB,,,36174.6,-772724.44,0
975660017,VERTEX VALUE FD,M,975660017,VERTEX VALUE FD,10/28/2019,EXPENSE              09206,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST REC/PAY CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-141706.6,-141706.6,0,,-141706.6,-141706.6,0,0,-141706.6,0,,0,0,0,0,,,,,,,CAD,,,,36174.6,-772724.44,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,00165R200,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,AMCI ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,89900,1218760.7,914760.88,13.46778,10.315,1210753.4,927318.5,0,0,1210753.4,0,,16395.87,12557.62,-24403.17,-8007.3,,US00165R2004,BG48227,00165R200,AMCI U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,00287Y109,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,ABBVIE INC,.,EQUITIES,CAD,0.765902,USD,-32759,-3047416.89,-2308959.44,102.271565,78.33,-3350314.18,-2566012.47,-44555.97,-34125.51,-3394870.15,0,,-335621.31,-257053.03,32724.02,-302897.29,,US00287Y1091,B92SR70,00287Y109,ABBV,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,4285201,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,ACAMAR PARTNERS ACQUISITION CO,.,EQUITIES,CAD,0.765902,USD,79300,1058252.62,794553.5,13.232763,10.135,1049358.09,803705.5,0,0,1049358.09,0,,11949.31,9152,-20843.84,-8894.53,,US0042852014,BJHGT39,4285201,ACAM U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,00790X101,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - INDUSTRIAL PRODUCTS,EQUITIES - UNITED STATES - INDUSTRIAL PRODUCTS,ADVANCED DISPOSAL SERVICES INC,.,EQUITIES,CAD,0.765902,USD,127370,5479642.79,4134838.19,42.851433,32.82,5457987.02,4180283.4,0,0,5457987.02,0,,59335.53,45445.21,-80991.3,-21655.77,,US00790X1019,BYMM8B8,00790X101,ADSW,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,01749N301,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,ALLEGRO MERGER CORP,.,EQUITIES,CAD,0.765902,USD,35500,495922.33,372470.5,13.774608,10.55,488998.57,374525,0,0,488998.57,0,,2682.45,2054.5,-9606.21,-6923.76,,US01749N3017,BDDR1N8,01749N301,ALGR U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,03768F201,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,APEX TECHNOLOGY ACQUISITION CO,.,EQUITIES,CAD,0.765902,USD,79300,1051538.94,794221,13.422082,10.28,1064371.1,815204,0,0,1064371.1,0,,27396.45,20983,-14564.29,12832.16,,US03768F2011,BH4GKR9,03768F201,APXT U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,54937107,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,BB&T CORP,.,EQUITIES,CAD,0.765902,USD,4143,289394.41,221325.69,70.5051,54,292102.63,223722,0,0,292102.63,0,,3128.74,2396.31,-420.52,2708.22,,US0549371070,2830904,54937107,BBT,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,54937107,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,BB&T CORP,.,EQUITIES,CAD,0.765902,USD,-111483,-7649115.43,-5786547.01,70.5051,54,-7860120.06,-6020082,0,0,-7860120.06,0,,-304914.94,-233534.99,93910.31,-211004.63,,US0549371070,2830904,54937107,BBT,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,05586Y205,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,B RILEY PRINCIPAL MERGER CORP,.,EQUITIES,CAD,0.765902,USD,99100,1321506.24,993182.5,13.187065,10.1,1306838.14,1000910,0,0,1306838.14,0,,10089.41,7727.5,-24757.51,-14668.1,,US05586Y2054,BJP1FX8,05586Y205,BRPM,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,89482103,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,BIG ROCK PARTNERS ACQUISITION,.,EQUITIES,CAD,0.765902,USD,25200,349789.17,264987,13.735438,10.52,346133.04,265104,0,0,346133.04,0,,152.76,117,-3808.89,-3656.13,,US0894821034,BD3JC20,89482103,BRPA,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,89482111,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,BIG ROCK PARTNERS ACQUI-CW22,.,EQUITIES,CAD,0.765902,USD,50500,16020.01,12151.1,0.287374,0.2201,14512.37,11115.05,0,0,14512.37,0,,-1352.72,-1036.05,-154.92,-1507.64,,US0894821117,BD3JC42,89482111,BRPA W,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,10319T101,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,BOXWOOD MERGER CORP,.,EQUITIES,CAD,0.765902,USD,189800,2543000.89,1912080.5,13.147896,10.07,2495470.57,1911286,0,0,2495470.57,0,,-1037.34,-794.5,-46492.98,-47530.32,,US10319T1016,BHXJN81,10319T101,BWMC,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,10319T119,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,BOXWOOD MERGER CORP,WTS EXP 01/07/2021,EQUITIES,CAD,0.765902,USD,31200,4470.78,3378.5,1.050918,0.8049,32788.63,25112.88,0,0,32788.63,0,,28377.49,21734.38,-59.64,28317.85,,US10319T1198,BHXKPH7,10319T119,,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,110122108,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,BRISTOL-MYERS SQUIBB CO,.,EQUITIES,CAD,0.765902,USD,-68500,-4385462.24,-3294265,72.581084,55.59,-4971804.22,-3807915,-33296.69,-25502,-5005100.91,0,,-670647.09,-513650,84305.11,-586341.98,,US1101221083,2126335,110122108,BMY,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,12528N206,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,CF FINANCE ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,57700,794558.53,596379.25,13.970455,10.7,806095.25,617390,0,0,806095.25,0,,27432.69,21010.75,-15895.97,11536.72,,US12528N2062,BGY9KW6,12528N206,CFFA U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,127686103,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - CONSUMER SERVICES,EQUITIES - UNITED STATES - CONSUMER SERVICES,CAESARS ENTERTAINMENT CORP,.,EQUITIES,CAD,0.765902,USD,167180,2584000.5,1965872.99,15.994213,12.25,2673912.45,2047955,0,0,2673912.45,0,,107170.38,82082.01,-17258.43,89911.95,,US1276861036,B3TDL41,127686103,CZR,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,151020104,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,CELGENE CORP,.,EQUITIES,CAD,0.765902,USD,69200,8792818.68,6600435.47,138.007205,105.7,9550098.59,7314440,0,0,9550098.59,0,,932240.01,714004.53,-174960.1,757279.91,,US1510201049,2182348,151020104,CELG,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,16166A202,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,CHASERG TECHNOLOGY ACQUISITION,.,EQUITIES,CAD,0.765902,USD,30300,416817.01,312850,13.970455,10.7,423304.79,324210,0,0,423304.79,0,,14832.2,11360,-8344.42,6487.78,,US16166A2024,BD0BPL9,16166A202,CTAC U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,17143G106,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,CHURCHILL CAPITAL CORP II,,EQUITIES,CAD,0.765902,USD,21900,291909.79,223557.18,13.31763,10.2,291656.1,223380,0,0,291656.1,0,,-231.34,-177.18,-22.35,-253.69,,US17143G1067,BK4Q8L0,17143G106,CCX,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,17143G205,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,CHURCHILL CAPITAL CORP II,.,EQUITIES,CAD,0.765902,USD,13700,182374.48,138835,14.035738,10.75,192289.6,147275,0,0,192289.6,0,,11019.68,8440,-1104.56,9915.12,,US17143G2057,BKFVC78,17143G205,CCX U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,212896203,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,CONYERS PARK II ACQUISITION CO,.,EQUITIES,CAD,0.765902,USD,19800,262188.27,200393,14.10102,10.8,279200.2,213840,0,0,279200.2,0,,17557.09,13447,-545.16,17011.93,,US2128962030,BJV2VC6,212896203,CPAA U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,22564L204,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,CRESCENT ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,52900,711309.63,532689.5,13.291517,10.18,703121.25,538522,0,0,703121.25,0,,7615.19,5832.5,-15803.57,-8188.38,,US22564L2043,BGSRPF4,22564L204,CRSA U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,232806109,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - TECHNOLOGY,EQUITIES - UNITED STATES - TECHNOLOGY,CYPRESS SEMICONDUCTOR CORP,.,EQUITIES,CAD,0.765902,USD,82731,2516955.22,1916214.27,30.356363,23.25,2511412.23,1923495.75,0,0,2511412.23,0,,9507.07,7281.48,-15050.06,-5542.99,,US2328061096,2244549,232806109,CY,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,2.33E+113,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,DFB HEALTHCARE ACQUISITIONS CO,.,EQUITIES,CAD,0.765902,USD,172300,2324510.17,1764019,13.31763,10.2,2294627.65,1757460,0,0,2294627.65,0,,-8563.76,-6559,-21318.76,-29882.52,,US23291E1091,BFX1XW7,2.33E+113,DFBH,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,2.33E+121,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,DFB HEALTHCARE ACQUSITIONS,CORP WT EXP 2023,EQUITIES,CAD,0.765902,USD,19333,4528.69,3429.92,1.619006,1.24,31300.24,23972.92,0,0,31300.24,0,,26821.96,20543,-50.41,26771.55,,US23291E1174,BFX2CY5,2.33E+121,DFBH W,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,25258L208,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,DIAMOND EAGLE ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,52900,709894.07,531009.5,13.382913,10.25,707956.07,542225,0,0,707956.07,0,,14643.52,11215.5,-16581.52,-1938,,US25258L2088,BJ17637,25258L208,DEAC U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,25280H209,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,DIAMONDPEAK HOLDINGS CORP,.,EQUITIES,CAD,0.765902,USD,105700,1414407.84,1062754.5,13.284989,10.175,1404223.31,1075497.5,0,0,1404223.31,0,,16637.88,12743,-26822.41,-10184.53,,US25280H2094,BJ50QK9,25280H209,DPHC U,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,28470R102,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - CONSUMER SERVICES,EQUITIES - UNITED STATES - CONSUMER SERVICES,ELDORADO RESORTS INC,.,EQUITIES,CAD,0.765902,USD,360,20426.57,15622.02,58.858702,45.08,21189.13,16228.8,0,0,21189.13,0,,792.24,606.78,-29.68,762.56,,US28470R1023,BQXTNW8,28470R102,ERI,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,28470R102,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - CONSUMER SERVICES,EQUITIES - UNITED STATES - CONSUMER SERVICES,ELDORADO RESORTS INC,.,EQUITIES,CAD,0.765902,USD,-15377,-904856.69,-688389.04,58.858702,45.08,-905070.26,-693195.16,0,0,-905070.26,0,,-6275.12,-4806.12,6061.55,-213.57,,US28470R1023,BQXTNW8,28470R102,ERI,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,30217C208,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EXPERIENCE INVESTMENT CORP,.,EQUITIES,CAD,0.765902,USD,132100,1754157.26,1321194.5,13.069557,10.01,1726488.41,1322321,0,0,1726488.41,0,,1470.81,1126.5,-29139.66,-27668.85,,US30217C2089,BKFHHJ3,30217C208,EXPC U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,30734W208,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,FAR POINT ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,81425,1139039.06,854012.32,14.022681,10.74,1141796.8,874504.5,0,0,1141796.8,0,,26755.6,20492.18,-23997.86,2757.74,,US30734W2089,BFMKYF5,30734W208,FPACU,YVRF9001002,USD,TRUST,,1,,,0
